Timestamp,Speed_KMH,Throttle,Brake,Steer,Gap,Status
1773472523.501,0.01,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472523.560,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472523.631,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472523.688,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472523.758,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472523.815,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472523.886,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472523.952,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.008,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.079,0.01,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.156,0.01,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.226,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.280,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.336,0.01,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.406,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.477,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.546,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.602,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.678,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.747,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.822,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.879,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472524.951,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.023,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.095,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.165,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.238,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.311,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.387,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.461,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.518,0.01,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.585,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.656,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.724,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.794,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.867,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472525.943,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.016,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.089,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.162,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.232,0.01,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.301,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.375,0.01,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.432,0.01,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.506,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.576,0.01,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.652,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.721,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.791,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.850,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.921,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472526.993,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.062,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.137,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.213,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.272,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.342,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.415,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.473,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.545,0.01,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.613,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.684,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.740,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.797,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.872,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.926,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472527.987,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472528.056,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472528.125,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472528.181,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472528.235,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472528.314,0.01,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472528.372,0.01,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472528.433,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472528.507,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472528.574,0.00,0.80,0.00,-0.02,50.0,FOLLOWING ROUTE
1773472528.643,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472528.711,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472528.786,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472528.856,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472528.928,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.000,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.060,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.132,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.187,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.247,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.314,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.388,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.463,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.534,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.594,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.665,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.721,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.799,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.869,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472529.942,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.001,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.071,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.131,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.189,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.267,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.338,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.394,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.451,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.507,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.574,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.646,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.718,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.796,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.859,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472530.946,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.013,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.091,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.173,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.236,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.304,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.369,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.445,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.509,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.576,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.647,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.707,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.777,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.851,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.923,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472531.999,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.062,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.138,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.206,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.275,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.333,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.404,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.488,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.550,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.613,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.689,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.755,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.827,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.900,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472532.974,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.033,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.107,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.169,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.228,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.301,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.376,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.447,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.527,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.600,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.659,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.733,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.790,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.850,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.924,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472533.993,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.063,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.134,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.204,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.280,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.341,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.415,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.486,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.557,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.639,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.699,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.758,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.831,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.907,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472534.978,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.038,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.094,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.150,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.210,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.280,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.352,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.413,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.480,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.542,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.604,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.659,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.716,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.783,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.856,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.922,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472535.990,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.047,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.123,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.195,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.272,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.342,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.404,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.471,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.541,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.599,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.670,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.740,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.799,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.868,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472536.928,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.004,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.077,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.137,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.204,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.275,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.334,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.396,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.465,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.521,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.580,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.648,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.718,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.787,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.857,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472537.928,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.004,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.086,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.156,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.225,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.282,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.354,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.426,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.501,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.572,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.631,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.691,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.748,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.818,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.888,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472538.956,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.023,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.084,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.145,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.204,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.259,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.320,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.391,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.459,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.514,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.572,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.645,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.703,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.761,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.833,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.904,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472539.957,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.013,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.086,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.156,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.211,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.284,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.357,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.416,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.473,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.543,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.614,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.671,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.738,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.804,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.876,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472540.951,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.012,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.086,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.147,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.217,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.287,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.363,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.431,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.505,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.563,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.638,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.702,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.763,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.824,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.898,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472541.968,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.025,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.103,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.178,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.251,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.324,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.396,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.468,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.537,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.593,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.666,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.740,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.811,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.866,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.924,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472542.998,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.069,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.125,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.196,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.252,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.322,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.395,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.471,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.542,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.604,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.676,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.749,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.821,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.897,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472543.971,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.029,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.102,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.173,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.232,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.299,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.354,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.412,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.482,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.541,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.601,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.658,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.733,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.802,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.872,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472544.944,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.012,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.082,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.154,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.214,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.284,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.358,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.428,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.498,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.569,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.641,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.714,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.793,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.871,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472545.936,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.011,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.082,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.157,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.227,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.288,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.363,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.423,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.495,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.550,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.615,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.672,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.756,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.834,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.919,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472546.981,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472547.063,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472547.128,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472547.205,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472547.288,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472547.369,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472547.448,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472547.523,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472547.593,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472547.655,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472547.727,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472547.800,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472547.871,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472547.941,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.011,0.01,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.083,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.157,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.232,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.306,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.375,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.443,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.517,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.590,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.664,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.737,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.809,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.867,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472548.935,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472549.005,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
1773472549.082,0.00,0.00,1.00,-0.02,50.0,RED LIGHT
